property_type,state,lat,lon,area_m2,price_usd
house,Coimbra,40.3159517,-7.9013121,285.7,240598.68
apartment,Manitoba,54.7769326,-101.8448368,284.9,283091.16
house,Pahang,3.8353843,103.2901816,342.8,88773.78
apartment,Coimbra,40.4579077,,353.9,426906.3
apartment,Coimbra,40.2766272,-8.4903311,111.1,33054.42
house,Coimbra,40.2462817,-8.5659855,205.1,124351.25
house,Akershus,59.8346001,10.4365687,266.2,280585.83
house,Sarawak,3.2093353,101.6716295,78.7,420065.84
house,Manitoba,50.2477455,-99.8375158,313.8,292936.88
apartment,Galicia,42.8518656,-8.5638609,229.9,123269.85
house,Jalisco,20.8068681,-102.7799627,116.1,85259.94
apartment,Coimbra,40.1694467,-8.4784931,301.5,423169.71
house,Rogaland,58.848193,5.66466,302,272112.58
apartment,Coimbra,40.0604197,-8.6218634,360.2,133924.23
apartment,Coimbra,40.2356918,-8.5568556,322.4,317268.17
apartment,Andalucia,36.7203407,-4.419495,345.5,447900.23
house,Coimbra,40.2365225,-8.5110798,378.5,200462.79
house,Sarawak,3.2093353,101.6716295,395.7,353429.21
house,Rogaland,58.9583506,5.7740124,319.1,133634.04
apartment,Coimbra,40.1675841,-8.4639317,295.9,381237.92
apartment,Coimbra,40.2462817,-8.5659855,375.1,369604.69
house,Coimbra,40.2462817,-8.5659855,90.4,409538.93
house,Jalisco,19.6707976,-99.1885208,159,363162.31
house,Galicia,42.214405,-8.7357274,306.1,379677.49
house,Coimbra,40.323749,-8.7980385,364.7,224986.9
apartment,Andalucia,36.7195014,-4.4239965,90.8,203754.34
house,Jalisco,25.8025129,-100.2268529,167.1,64478.27
apartment,Coimbra,40.2295229,-8.5664387,317.7,50896.53
apartment,Manitoba,49.1980747,-98.102542,359.2,26107.75
apartment,Coimbra,40.2252364,-8.5846629,83.8,92689.5
apartment,Manitoba,50.2477455,-99.8375158,245.3,31742.39
apartment,Manitoba,49.18332,-99.66364,357.6,411870.17
apartment,Jalisco,18.1096868,-95.8803869,249.3,442768.17
apartment,Coimbra,,-8.7360619,107.7,444424.21
apartment,Jalisco,20.7303804,-103.3977222,252.7,114604.02
apartment,Coimbra,40.2690451,-7.9886104,148.3,289554.96
apartment,Jalisco,17.9567646,-102.1943485,206.9,32067.48
house,Sarawak,3.191408,113.088634,95.6,390940.85
house,Jalisco,20.5439984,-103.4649786,371.3,367219.18
apartment,Coimbra,,-7.9013121,385.1,168596.12
house,Jalisco,19.4458447,-99.1497664,81.9,359357.49
house,Coimbra,40.3620707,-8.5535343,70.6,224352.47
apartment,Jalisco,25.7572143,,354.8,265521.87
apartment,Coimbra,,-8.5031422,248.1,280668.11
house,Coimbra,40.3073139,-7.9200214,155.9,150706.09
apartment,Sarawak,1.5589383,110.346648,383,126271.46
house,Pahang,3.9671435,103.40391,242.2,288583.14
house,Manitoba,50.0622,,111.7,200686.95
apartment,Coimbra,40.2766272,-8.4903311,141.3,208957.2
house,Coimbra,40.1832322,-8.554308,198.7,420736.86
house,Pahang,3.9671435,,331.8,444304.17
house,Coimbra,40.3519909,-7.8410273,82,314072.03
apartment,Jalisco,19.4281922,-99.1789859,200.3,166181.11
apartment,Jalisco,17.9567646,-102.1943485,110.6,357792.76
apartment,Coimbra,40.152053,-8.3479579,334.3,118748.77
house,Jalisco,20.8068681,-102.7799627,151.1,23088.01
house,Jalisco,25.6765837,-100.2602364,114.8,209421.05
apartment,Coimbra,40.3356039,-7.883045,129.4,33039.53
apartment,Coimbra,40.1832322,-8.554308,176.9,397153.3
apartment,Coimbra,40.2553096,-8.5929199,165.8,39725.45
apartment,Jalisco,20.8068681,-102.7799627,399.8,33414.68
house,Coimbra,40.0604197,-8.6218634,332.7,433514.77
apartment,Jalisco,19.4614133,-99.1186381,187.4,215759.45
house,Galicia,42.8518656,-8.5638609,97.8,185749.84
house,Sarawak,3.2093353,101.6716295,332,29121.71
house,Coimbra,,,180.4,167094.18
house,Coimbra,40.1893575,-8.8601025,280,67974.6
apartment,Coimbra,40.1394691,-8.3092933,292.3,120839.94
house,Jalisco,20.7917375,-102.7817591,269.7,417075.82
house,Galicia,42.9782326,-7.5626411,375.3,377223.8
apartment,Coimbra,40.131487,-8.3317519,107.8,312683.44
apartment,Rogaland,58.9583506,5.7740124,333.7,169203.45
house,Coimbra,40.2553096,-8.5929199,205.6,78488.92
apartment,Jalisco,19.4052965,-99.1504583,391.6,335244.07
apartment,Coimbra,40.2690451,-7.9886104,327.8,129965.71
apartment,Sarawak,1.4871144,110.3426018,264.1,376772.63
house,Coimbra,40.4222721,-7.921883,212.8,274112.98
house,Rogaland,58.9747897,5.6952439,349.1,88266.05
apartment,Coimbra,40.3942251,-7.8103942,100,263953.02
house,Sarawak,3.2093353,101.6716295,124.4,224817.47
apartment,Coimbra,40.4603188,-8.72233,161.2,225108.31
house,Galicia,42.2390986,-8.6848147,132,229495.06
apartment,Coimbra,40.2187855,-8.0537529,180.8,286883.56
house,Coimbra,40.1893575,-8.8601025,87,118869.07
apartment,Galicia,42.3233666,,125.1,435439.78
house,Galicia,42.3233666,-7.8585562,87.1,273020.76
apartment,Coimbra,40.1284892,-8.8575795,301.1,382551.28
apartment,Pahang,3.8353843,103.2901816,187.9,116879.25
apartment,Manitoba,49.23062,-100.05586,288.3,286175.06
house,Coimbra,40.3727775,-7.8600447,76.8,120872.17
apartment,Jalisco,19.4052965,-99.1504583,213.3,105329.79
apartment,Coimbra,40.4222721,-7.921883,75.8,347605.85
apartment,Coimbra,40.4655049,-8.7183737,94.2,287693.28
apartment,Akershus,59.021857,10.083357,331,326565.82
house,Galicia,42.4385891,-8.5995773,232,369882.85
apartment,Manitoba,50.0622,-96.51669,279.9,382087.91
house,Coimbra,40.4655049,-8.7183737,369.9,219259.58
house,Coimbra,40.4369723,-8.7230388,387.6,40957.26
house,Jalisco,19.3851705,-99.1837453,151.7,39107.82
apartment,Akershus,59.8346001,10.4365687,156.6,428788.31
house,Manitoba,50.1369112,-96.8791564,399,314554.08
apartment,Manitoba,50.13441,-97.32676,144.3,163580.59
apartment,Coimbra,40.2974812,-8.1955122,77.3,28820.5
apartment,Galicia,43.4880374,-8.2310576,183.9,285133.32
apartment,Coimbra,40.4387139,-8.7142851,106.5,320297.6
apartment,Coimbra,40.370514,-8.7330787,262.4,75995.74
apartment,Andalucia,37.439299,,326.8,151081.21
house,Galicia,42.2390986,-8.6848147,124,144299.95
house,Galicia,42.4385891,-8.5995773,296.8,291265.98
house,Coimbra,40.1676522,-8.4138349,87.2,337333.27
house,Andalucia,37.3100775,-5.9647536,378.4,237673.59
house,Rogaland,58.960787,5.7326598,398.4,334897.93
house,Coimbra,40.4375447,-7.8667708,372.7,140292.3
apartment,Andalucia,36.757714,-4.2429565,122,347729.07
house,Manitoba,49.8634627,-97.1373403,238.6,168301.78
apartment,Northern Ireland,54.4429264,-6.4175653,347.7,86956.25
house,Andalucia,36.7203407,-4.419495,322.1,207498.66
house,Manitoba,51.1500374,-100.0497004,156.7,175967.39
house,Coimbra,40.3356039,-7.883045,218.7,20685.22
apartment,Coimbra,40.1311441,-8.3924705,348.8,71111.55
apartment,Coimbra,40.370514,-8.7330787,359.8,60099.88
house,Rogaland,58.960787,5.7326598,256.7,183753.68
apartment,Pahang,3.9628564,101.866362,246.5,378129.62
house,Coimbra,40.4655049,-8.7183737,137.7,423729.65
house,Coimbra,40.1638631,-8.8615847,107.8,394991.15
house,Jalisco,21.2350622,-102.3342182,310.3,306502.76
apartment,Coimbra,40.2278236,-8.5382163,121.2,226236.15
house,Coimbra,40.458916,-7.8775484,147.8,163499.58
apartment,Jalisco,19.3972335,-99.1933664,288.8,140208.22
house,Coimbra,40.0856412,-8.2896115,342.8,240929.54
house,Manitoba,49.60559,,394.6,332472.63
apartment,Coimbra,40.1284892,-8.8575795,194.4,361903.67
house,Coimbra,40.3942251,-7.8103942,361.9,363860.35
house,Manitoba,50.1369112,-96.8791564,78.6,205840.14
house,Coimbra,40.0856412,-8.2896115,322.2,58391.16
house,Manitoba,49.4992,-98.00156,276.9,385623.36
house,Rogaland,58.960787,5.7326598,264.1,346882.23
house,Manitoba,49.1980747,-98.102542,239,182006.9
apartment,Pahang,3.9671435,103.40391,83.1,422326.22
house,Jalisco,20.6589523,-105.2363025,147.1,408161.54
apartment,Manitoba,55.7454343,-97.8681552,214.8,27313.84
apartment,Coimbra,40.1675841,-8.4639317,148.6,289721.49
house,Jalisco,23.9211737,-106.8915948,269,249529.21
house,Coimbra,40.2278236,-8.5382163,238.8,292209.71
house,Manitoba,50.22892,-99.46642,272.7,76929.66
house,Manitoba,49.26811,-100.99669,214.2,193729.07
house,Sarawak,3.2093353,101.6716295,132.7,78557.01
house,Manitoba,54.7769326,-101.8448368,395,72543.64
apartment,Jalisco,25.7572143,-102.9838564,74,325789.09
house,Rogaland,67.1335945,16.0707095,282.6,168509.64
apartment,Wyoming,41.1399814,-104.8202462,156.5,215574.53
apartment,Jalisco,20.5439984,-103.4649786,214.3,277858.64
house,Coimbra,40.4603188,-8.72233,226,230436.71
house,Sarawak,3.2093353,101.6716295,382.1,430668.35
apartment,Coimbra,40.280218,-8.4788248,351.9,198615.47
house,Rogaland,58.960787,5.7326598,399,136698.65
apartment,Coimbra,40.4655049,-8.7183737,275,243905.81
apartment,Galicia,42.229169,-8.7026991,292.9,302786.24
house,Manitoba,49.26811,-100.99669,76.8,22455.47
apartment,Pahang,3.9671435,103.40391,285.3,209953.79
house,Jalisco,20.3411024,-103.9970779,90.8,155333.33
apartment,Coimbra,40.2269318,-8.5714359,190.5,432786
apartment,Pahang,3.8353843,103.2901816,307.7,359589.54
apartment,Pahang,3.9671435,103.40391,340.8,429849.74
house,Rogaland,58.9015864,5.7123282,380.7,50625.75
apartment,Coimbra,40.1999522,-8.5031422,197.6,142700.54
house,Manitoba,49.18332,-99.66364,324.2,160840.69
house,Jalisco,20.585863,-100.384181,78.8,25159.23
house,Sarawak,3.2093353,101.6716295,199.6,84428.97
house,Andalucia,37.1952335,-3.664859,332.2,86027.17
apartment,Jalisco,20.8965838,-105.4093552,289.5,443131.85
house,Coimbra,,-8.6947028,165,265270.39
apartment,Andalucia,37.1691224,,121.8,182643.43
house,Manitoba,50.1369112,-96.8791564,298.3,139972.03
house,Jalisco,20.7257009,-103.4082453,399.9,79051.37
apartment,Jalisco,19.3851705,-99.1837453,284.7,380483.5
apartment,Pahang,3.7187884,103.1357512,205.6,245404.34
apartment,Pahang,3.9671435,103.40391,165.9,97261.26
apartment,Coimbra,40.3356039,-7.883045,90.6,370636.07
house,Coimbra,40.336837,-7.8256005,258.4,202000.72
apartment,Pahang,3.9671435,103.40391,119.1,299938.66
house,Coimbra,40.1694467,-8.4784931,220.4,299915.38
apartment,Andalucia,37.7801069,-3.8235525,327.3,41057.28
house,Galicia,43.4880374,-8.2310576,298.1,425891.26
house,Galicia,43.3216087,-8.434873,314.7,63170.91
apartment,Coimbra,40.1238547,-8.2410308,172.2,370786.9
house,Jalisco,17.9567646,-102.1943485,198.9,212163.63
apartment,Coimbra,40.3753066,-8.7157832,102,111404.95
apartment,Sarawak,3.2093353,101.6716295,206.9,59755.71
house,Sarawak,3.2093353,101.6716295,169.2,287534.31
house,Jalisco,19.4458447,-99.1497664,141,199493.67
apartment,Northern Ireland,54.5940619,-5.9308088,110.2,249876.84
apartment,Wyoming,41.1399814,-104.8202462,123.1,32673.51
apartment,Andalucia,,-6.2761016,333.3,100026.4
apartment,Coimbra,40.4375447,-7.8667708,313.5,285555.67
house,Sarawak,3.2093353,101.6716295,290.8,97739.79
house,Andalucia,36.8414494,-2.4567059,175.2,229059.05
apartment,Andalucia,36.8414494,-2.4567059,294.2,252929.69
apartment,Rogaland,59.412262,5.2978064,110,342111.98
house,Coimbra,40.1694467,-8.4784931,106.2,262698.85
apartment,Coimbra,40.3519909,-7.8410273,127.5,26779.27
apartment,Coimbra,40.27638,-8.4732946,172.5,207034.55
apartment,Coimbra,40.2187855,-8.0537529,75.3,239692.14
apartment,Rogaland,,16.0707095,264.7,325448.06
apartment,Galicia,42.4385891,,171.2,426816.35
house,Pahang,3.9671435,103.40391,270.8,384873.83
apartment,Coimbra,41.1741505,-8.6691157,268.2,152337.78
house,Jalisco,20.5439984,-103.4649786,218.9,234427.08
apartment,Coimbra,40.2191082,-8.5533397,368.8,88304.49
apartment,Coimbra,40.2278236,-8.5382163,74.1,158727.9
house,Rogaland,58.848193,5.66466,293.7,83197.86
house,Coimbra,40.3206366,-8.708013,377.4,280491.45
house,Coimbra,40.3984011,-8.7050402,124.9,381326.24
apartment,Coimbra,40.4603188,-8.72233,189.7,278475.21
apartment,Coimbra,40.2187855,-8.0537529,205.3,446524.64
house,Rogaland,58.9583506,5.7740124,369.5,142640.65
apartment,Jalisco,21.2350622,-102.3342182,219,46559.96
apartment,Coimbra,40.2221306,-8.0122102,173.8,221577.86
apartment,Manitoba,49.35499,-97.36567,115.5,233393.46
house,Coimbra,40.4234188,-8.7397233,160,160387.8
house,Manitoba,49.1980747,-98.102542,365.8,142989.97
house,Manitoba,50.13441,-97.32676,134.5,348027.11
house,Andalucia,37.439299,-5.9885456,145.7,349426.28
house,Coimbra,,-8.5714359,125.3,76280.33
house,Coimbra,,-7.8256005,330.2,20187.8
apartment,Coimbra,40.211932,-8.8417565,134.2,444457.76
apartment,Rogaland,59.412262,5.2978064,213.1,352936.42
apartment,Sarawak,1.4871144,110.3426018,178.1,63986.2
house,Jalisco,19.4458447,-99.1497664,357.3,159412.32
apartment,Manitoba,49.35499,-97.36567,126.2,408795.99
house,Manitoba,,-96.51669,356,179352.26
apartment,Coimbra,40.1726307,-8.4357299,258.8,178707.95
apartment,Coimbra,40.3206366,-8.708013,180.1,117475.94
apartment,Coimbra,40.0856412,-8.2896115,362.2,270856.47
house,Manitoba,49.23062,-100.05586,380.1,138259.08
house,Coimbra,40.152053,-8.3479579,341.4,397687.98
house,Galicia,42.4556093,-8.6325611,302.1,102800.13
house,Coimbra,40.425421,-8.7370509,192.4,37156.99
apartment,Jalisco,20.585863,-100.384181,188.1,216853.69
apartment,Jalisco,25.5822549,,397.7,261258.59
house,Jalisco,21.443179,-102.5724749,161.8,296474.69
house,Sarawak,3.2093353,101.6716295,292.5,412806.78
apartment,Coimbra,40.3779093,-7.8440342,155.3,346801.84
apartment,Sarawak,1.4871144,110.3426018,377.7,214022.43
apartment,Sarawak,1.7533329,110.3164529,335.2,94369.75
house,Coimbra,40.2187855,-8.0537529,278.3,58938.08
house,Coimbra,40.1311441,-8.3924705,110.2,44444.73
apartment,Andalucia,37.4852899,-2.2959788,127.4,47404.22
apartment,Manitoba,50.2536,-96.06116,114.4,273963.85
house,Jalisco,17.9567646,-102.1943485,209.1,124554.82
apartment,Jalisco,20.7257009,-103.4082453,112.3,117240.64
house,Coimbra,,,235.1,417267.68
house,Sarawak,1.558031,110.382845,332.9,369126.86
house,Manitoba,49.4992,-98.00156,188.4,51701.81
apartment,Rogaland,58.9015864,5.7123282,393.1,43094.91
apartment,Sarawak,3.2093353,101.6716295,93.7,246548.07
apartment,Andalucia,37.1691224,-3.6002547,85.2,199577.53
house,Jalisco,17.9567646,-102.1943485,301.8,235944.48
apartment,Andalucia,37.3100775,-5.9647536,346.1,106389.87
apartment,Coimbra,40.1572681,-8.1106277,294.8,335310
apartment,Coimbra,40.1675841,-8.4639317,171.6,385973.04
house,Jalisco,20.8068681,-102.7799627,227.4,403343.45
apartment,Northern Ireland,54.5940619,-5.9308088,175.6,57571.78
apartment,Rogaland,59.3947609,5.3329119,72.5,284400.3
apartment,Sarawak,1.5589383,110.346648,233.8,248686.82
apartment,Jalisco,19.4873902,-104.6383777,283,263281.6
apartment,Andalucia,37.3100775,-5.9647536,211.9,168200.14
house,Coimbra,40.2295229,-8.5664387,370.4,276649.51
apartment,Galicia,42.8518656,-8.5638609,107.4,109832.06
house,Manitoba,49.4992,-98.00156,272.4,205107.85
apartment,Coimbra,40.3606136,-7.8929371,381.7,284387.01
house,Coimbra,40.211932,-8.8417565,382.5,33417.85
apartment,Coimbra,40.2603592,-8.57269,373.6,314176.19
apartment,Jalisco,17.9567646,-102.1943485,297.2,131533.05
apartment,Coimbra,40.27638,-8.4732946,296.8,409344.33
apartment,Andalucia,37.1952335,-3.664859,268.6,123509.75
apartment,Coimbra,40.2187855,-8.0537529,319.7,430023.14
house,Coimbra,40.3943941,-8.7360619,205.5,168072.82
apartment,Jalisco,20.7303804,-103.3977222,241.9,371040.33
apartment,Coimbra,40.0604197,-8.6218634,238.1,240808.87
house,Pahang,3.9671435,103.40391,203.1,430951.06
house,Coimbra,40.2365225,-8.5110798,137.2,411266.49
apartment,Manitoba,49.18332,-99.66364,227.7,197979.35
apartment,Andalucia,37.3100775,-5.9647536,188.3,173286.58
house,Coimbra,40.4603188,-8.72233,342.1,62369.65
apartment,Coimbra,40.4579077,-7.845845,189.2,282202.92
apartment,Jalisco,19.4281922,-99.1789859,281.7,370229.88
apartment,Sarawak,1.547829,110.341564,139.1,187633.06
house,Galicia,42.4556093,-8.6325611,70.2,434977.33
apartment,Coimbra,40.427682,-8.6947028,371.5,128920.37
house,Coimbra,40.2191082,-8.5533397,122.2,175715.51
apartment,Northern Ireland,54.4429264,-6.4175653,75.7,310031
house,Sarawak,1.5376351,110.321945,148,261805.94
apartment,Coimbra,40.3876316,-8.708411,364.3,345390.3
house,Jalisco,20.6729456,,141.6,255531.31
house,Galicia,43.3216087,-8.434873,111.5,260368.2
house,Coimbra,40.2221306,-8.0122102,179,301891.46
apartment,Sarawak,3.2093353,101.6716295,151.7,64673.56
house,Sarawak,1.7533329,110.3164529,319.4,115215.25
house,Coimbra,40.0341373,-8.41643,308.3,254810.31
house,Coimbra,40.1572681,-8.1106277,78.3,264394.8
house,Jalisco,20.6729456,-103.7379675,158.2,152511.75
house,Sarawak,3.2093353,,150.2,26635.63
apartment,Coimbra,40.0604197,-8.6218634,271.5,123100.37
apartment,Rogaland,58.9583506,5.7740124,99,323761.58
apartment,Coimbra,40.3753959,-7.8270679,194.7,63019.66
house,Manitoba,49.35499,-97.36567,269.4,77544.96
house,Manitoba,49.26811,-100.99669,302.2,255733.81
house,Coimbra,40.4387139,-8.7142851,297.4,29868.48
house,Andalucia,36.5292176,-6.2940354,269.7,72292.02
house,Manitoba,49.8634627,,83,172149.49
house,Jalisco,17.9567646,-102.1943485,84.1,189851.69
house,Jalisco,20.8965838,-105.4093552,208.4,423588.75
house,Galicia,42.4385891,-8.5995773,245,79842.22
apartment,Coimbra,40.2295229,-8.5664387,384.2,290294
house,Coimbra,40.2252364,-8.5846629,99.9,180132.27
apartment,Jalisco,21.443179,-102.5724749,161.1,113832.78
house,Manitoba,49.8634627,-97.1373403,323.4,99775.47
apartment,Sarawak,3.2093353,101.6716295,70.8,425022.3
house,Manitoba,49.10469,-97.55961,327.2,391032.23
apartment,Sarawak,1.547829,110.341564,265.5,182351.57
house,Andalucia,37.439299,-5.9885456,230.4,32196.15
house,Andalucia,37.1773363,-3.5985571,250.6,256456.94
house,Coimbra,40.2603592,-8.57269,366.1,339346.25
apartment,Coimbra,40.3206366,-8.708013,329.9,337865.25
house,Andalucia,36.7195014,-4.4239965,394.6,386624.5
house,Coimbra,40.152053,-8.3479579,296.4,202518.06
apartment,Pahang,3.9671435,103.40391,282.1,432061.97
apartment,Northern Ireland,54.5940619,-5.9308088,264.3,339029.45
house,Jalisco,23.9211737,-106.8915948,74.2,323831.63
apartment,Jalisco,23.9211737,-106.8915948,332.2,360077.71
house,Manitoba,55.7454343,-97.8681552,184.1,327969.26
house,Sarawak,1.558031,110.382845,298.9,329268.82
apartment,Coimbra,40.3606136,,396.9,276239.54
apartment,Jalisco,23.9211737,-106.8915948,198.7,370746.04
house,Coimbra,40.1726307,-8.4357299,214.3,307587.55
apartment,Coimbra,40.4655049,-8.7183737,337.4,175564.04
apartment,Coimbra,40.4387139,-8.7142851,75.2,200708.64
apartment,Rogaland,58.848193,5.66466,270.6,44348.82
apartment,Sarawak,3.2093353,101.6716295,307.2,265888.22
house,Coimbra,40.3606136,-7.8929371,342.7,308759.65
house,Manitoba,49.60559,-97.04234,230.1,24513.09
apartment,Jalisco,,-99.1497664,140.8,53031.8
house,Pahang,3.8353843,103.2901816,255.6,444598.91
apartment,Coimbra,40.0341373,-8.41643,316.3,182896.87
house,Coimbra,40.4375447,-7.8667708,383.8,372137.01
house,Jalisco,19.6707976,,266.5,399116.59
house,Andalucia,37.1952335,,101.7,299000.66
apartment,Coimbra,40.1284892,-8.8575795,231.5,336145.23
apartment,Coimbra,40.131487,-8.3317519,241.3,173942.79
apartment,Pahang,3.9671435,103.40391,183.3,425474.04
house,Jalisco,20.8068681,-102.7799627,181,235482.89
house,Akershus,,10.4365687,339.6,149936.65
house,Pahang,3.9671435,103.40391,144.2,117135.4
apartment,Northern Ireland,54.4429264,-6.4175653,394.8,305054.07
house,Coimbra,40.3753959,-7.8270679,235.2,230025.28
apartment,Galicia,42.3233666,-7.8585562,325.3,151108.71
apartment,Coimbra,40.2278236,-8.5382163,77,123232.98
apartment,Akershus,59.021857,10.083357,221.7,446097.65
house,Galicia,42.214405,-8.7357274,291.4,398909.3
house,Coimbra,40.3073139,-7.9200214,176.9,306322.89
house,Akershus,59.021857,10.083357,93,205923.23
house,Coimbra,40.3206366,-8.708013,164.6,281228
house,Rogaland,58.9670963,,291.1,267470.82
apartment,Coimbra,40.1430734,-8.7570417,72.1,96496.92
house,Coimbra,40.0341373,-8.41643,391.2,196180.02
house,Sarawak,3.2093353,101.6716295,250.6,158648.68
house,Rogaland,58.9015864,5.7123282,209.8,197111.19
house,Manitoba,49.60559,-97.04234,138.2,266617.22
house,Sarawak,1.4871144,110.3426018,284.7,191824.79
apartment,Coimbra,,-8.6947028,171.9,125654.84
house,Coimbra,40.1311441,-8.3924705,145.4,290187.05
apartment,Coimbra,40.3464743,-7.8548033,171.4,79972.9
apartment,Coimbra,40.3519909,-7.8410273,91.9,347559.48
